OBJECTID;Nomenclatura;Altura_m_s_n_m_m;Línea_Nivelación;Bloque_Ajuste;Año_Calculo;Latitud;Longitud;Alt_Elipsoidal_m_;Tipo_Coordenada;Código_Departamento;Código_Municipio;Concatenado_Depto_Municipio;Nombre_Departamento;Nombre_Municipio;Estado_Vértice;Dif_El_Geo;ErrDif
11093;28-TC-6;183,415999999999997;Línea TC-6;;1985;5,107179000000000;-72,123164000000003;;APROXIMADA;85;001;85001;CASANARE;YOPAL;#N/A;;
11094;29-TC-6;181,971000000000004;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11095;30-TC-6;181,173000000000002;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11096;31-TC-6;180,610999999999990;Línea TC-6;;1985;5,077179000000000;-72,089830000000006;;APROXIMADA;85;001;85001;CASANARE;YOPAL;#N/A;;
11097;32-TC-6;179,094999999999999;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11098;33-TC-6;178,969999999999999;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11099;34-TC-6;178,167000000000002;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11100;35-TC-6;176,461999999999989;Línea TC-6;;1985;5,078846000000000;-72,041495999999995;;APROXIMADA;85;001;85001;CASANARE;YOPAL;#N/A;;
11101;36-TC-6;175,562000000000012;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11102;37-TC-6;174,030000000000001;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11103;38-TC-6;172,829000000000008;Línea TC-6;;1985;5,067179000000000;-71,998160999999996;;APROXIMADA;85;001;85001;CASANARE;YOPAL;#N/A;;
11104;39-TC-6;171,888000000000005;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11105;40-TC-6;170,656000000000006;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11106;41-TC-6;169,366000000000014;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11107;42-TC-6;168,409999999999997;Línea TC-6;;1985;5,033846000000000;-71,951493999999997;;APROXIMADA;85;001;85001;CASANARE;YOPAL;#N/A;;
11108;43-TC-6;166,276000000000010;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11109;44-TC-6;165,122000000000014;Línea TC-6;;1985;5,017180000000000;-71,921492999999998;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11110;45-TC-6;163,627000000000010;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11111;46-TC-6;162,647999999999996;Línea TC-6;;1985;4,999317690000000;-71,891635281899994;166,100999999999999;CALCULADA;85;230;85230;CASANARE;OROCUÉ;Materializado;;
11112;47-TC-6;162,597000000000008;Línea TC-6;;1985;5,008847000000000;-71,883159000000006;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11113;48-TC-6;161,838999999999999;Línea TC-6;;1985;5,027180000000000;-71,874825999999999;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11114;49-TC-6;161,575999999999993;Línea TC-6;;1985;5,037180000000000;-71,873159000000001;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11115;50-TC-6;161,057999999999993;Línea TC-6;;1985;5,055513000000000;-71,866491999999994;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11116;51-TC-6;162,004999999999995;Línea TC-6;;1985;5,067180000000000;-71,856492000000003;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11117;52-TC-6;164,960000000000008;Línea TC-6;;1985;5,080513000000000;-71,836492000000007;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11118;53-TC-6;164,760999999999996;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11119;54-TC-6;163,974999999999994;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11120;55-TC-6;163,747999999999990;Línea TC-6;;1985;5,090513000000000;-71,798158000000001;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11121;56-TC-6;163,068999999999988;Línea TC-6;;1985;5,085513000000000;-71,779824000000005;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11122;57-TC-6;162,276999999999987;Línea TC-6;;1985;5,090513000000000;-71,776490999999993;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11123;58-TC-6;161,415999999999997;Línea TC-6;;1985;5,095513000000000;-71,761489999999995;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11124;59-TC-6;159,808999999999997;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11125;60-TC-6;159,663999999999987;Línea TC-6;;1985;5,093847000000000;-71,729822999999996;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11126;61-TC-6;158,015999999999991;Línea TC-6;;1985;5,082180000000000;-71,711489000000000;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11127;62-TC-6;157,478000000000009;Línea TC-6;;1985;5,075513000000000;-71,706489000000005;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11128;63-TC-6;157,302999999999997;Línea TC-6;;1985;5,070513000000000;-71,701488999999995;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11129;64-TC-6;156,049000000000007;Línea TC-6;;1985;5,062180000000000;-71,704823000000005;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11130;65-TC-6;157,260999999999996;Línea TC-6;;1985;5,070513000000000;-71,696489000000000;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11131;66-TC-6;157,798000000000002;Línea TC-6;;1985;5,078847000000000;-71,703156000000007;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11132;67-TC-6;156,604999999999990;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11133;68-TC-6;157,054000000000002;Línea TC-6;;1985;5,103847000000000;-71,698155999999997;;APROXIMADA;85;230;85230;CASANARE;OROCUÉ;#N/A;;
11134;69-TC-6;157,479999999999990;Línea TC-6;;1985;5,118846000000000;-71,709823000000000;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11135;70-TC-6;158,810000000000002;Línea TC-6;;1985;5,130513000000000;-71,721490000000003;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11136;71-TC-6;160,144000000000005;Línea TC-6;;1985;5,142180000000000;-71,726489999999998;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11137;72-TC-6;160,854999999999990;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11138;73-TC-6;162,461000000000013;Línea TC-6;;1985;5,175513000000000;-71,734823000000006;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11139;74-TC-6;163,891999999999996;Línea TC-6;;1985;5,190513000000000;-71,739823000000001;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11140;75-TC-6;162,361999999999995;Línea TC-6;;1985;;;;SIN COORDENADA;;;;;;;;
11141;76-TC-6;162,419000000000011;Línea TC-6;;1985;5,217179000000000;-71,728156999999996;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11142;77-TC-6;164,280000000000001;Línea TC-6;;1985;5,228846000000000;-71,719823000000005;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11143;78-TC-6;164,391999999999996;Línea TC-6;;1985;5,247179000000000;-71,723157000000000;;APROXIMADA;85;325;85325;CASANARE;SAN LUIS DE PALENQUE;#N/A;;
11144;1-TC-7;164,520000000000010;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11145;2-TC-7;164,846000000000004;Línea TC-7;;1985;4,598792000000000;-71,311503999999999;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11146;3-TC-7;166,521999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11147;4-TC-7;168,738000000000000;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11148;5-TC-7;170,201999999999998;Línea TC-7;;1985;4,595458000000000;-71,259836000000007;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11149;6-TC-7;171,086999999999989;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11150;7-TC-7;171,385999999999996;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11151;8-TC-7;171,056000000000012;Línea TC-7;;1985;4,595458000000000;-71,213167999999996;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11152;9-TC-7;171,381000000000000;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11153;10-TC-7;171,710000000000008;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11154;11-TC-7;172,231999999999999;Línea TC-7;;1985;4,603791000000000;-71,168165999999999;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11155;12-TC-7;172,973999999999990;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11156;13-TC-7;171,395000000000010;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11157;14-TC-7;172,497999999999990;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11158;15-TC-7;173,937999999999988;Línea TC-7;;1985;4,592123000000000;-71,111497999999997;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11159;16-TC-7;173,973999999999990;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11160;17-TC-7;171,818000000000012;Línea TC-7;;1985;4,590456000000000;-71,088164000000006;;APROXIMADA;50;568;50568;META;PUERTO GAITÁN;#N/A;;
11161;18-TC-7;175,933999999999997;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11162;19-TC-7;178,055000000000007;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11163;20-TC-7;179,072000000000003;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11164;21-TC-7;179,841000000000008;Línea TC-7;;1985;4,572122000000000;-71,028161999999995;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11165;22-TC-7;180,286000000000001;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11166;23-TC-7;180,989000000000004;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11167;24-TC-7;181,552999999999997;Línea TC-7;;1985;4,545455000000000;-70,984827999999993;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11168;25-TC-7;183,348999999999990;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11169;26-TC-7;182,983000000000004;Línea TC-7;;1985;4,537121000000000;-70,959827000000004;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11170;27-TC-7;183,832999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11171;28-TC-7;181,707999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11172;29-TC-7;183,484000000000009;Línea TC-7;;1985;4,522121000000000;-70,913158999999993;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11173;30-TC-7;181,895999999999987;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11174;31-TC-7;172,223000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11175;32-TC-7;173,295999999999992;Línea TC-7;;1985;4,510454000000000;-70,864824999999996;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11176;33-TC-7;171,663999999999987;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11177;34-TC-7;173,836999999999989;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11178;35-TC-7;168,289999999999992;Línea TC-7;;1985;4,505453000000000;-70,813157000000004;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11179;36-TC-7;171,623999999999995;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11180;37-TC-7;179,030000000000001;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11181;38-TC-7;184,389999999999986;Línea TC-7;;1985;4,495453000000000;-70,768154999999993;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11182;39-TC-7;169,841000000000008;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11183;40-TC-7;171,806000000000012;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11184;41-TC-7;172,179000000000002;Línea TC-7;;1985;4,485452000000000;-70,718153999999998;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11185;42-TC-7;168,508999999999986;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11186;43-TC-7;183,042000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11187;44-TC-7;182,170999999999992;Línea TC-7;;1985;4,490452000000000;-70,678152999999995;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11188;45-TC-7;181,771999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11189;46-TC-7;180,254999999999995;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11190;47-TC-7;181,805000000000007;Línea TC-7;;1985;4,487118000000000;-70,631484999999998;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11191;48-TC-7;178,798000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11192;49-TC-7;183,437000000000012;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11193;50-TC-7;183,123999999999995;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11194;51-TC-7;179,445999999999998;Línea TC-7;;1985;4,495451000000000;-70,569816000000003;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11195;52-TC-7;180,836999999999989;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11196;53-TC-7;178,760999999999996;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11197;54-TC-7;174,179000000000002;Línea TC-7;;1985;4,495450000000000;-70,526481000000004;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11198;55-TC-7;174,145999999999987;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11199;56-TC-7;175,193000000000012;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11200;57-TC-7;176,182999999999993;Línea TC-7;;1985;4,488783000000000;-70,478147000000007;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11201;58-TC-7;172,680000000000007;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11202;59-TC-7;175,342000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11203;60-TC-7;170,328000000000003;Línea TC-7;;1985;4,515449000000000;-70,436479000000006;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11204;61-TC-7;174,638000000000005;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11205;62-TC-7;177,169000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11206;63-TC-7;166,971000000000004;Línea TC-7;;1985;4,512115000000000;-70,384810000000002;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11207;64-TC-7;166,349999999999994;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11208;65-TC-7;162,326999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11209;66-TC-7;163,448000000000008;Línea TC-7;;1985;4,507115000000000;-70,336476000000005;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11210;67-TC-7;167,313999999999993;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11211;68-TC-7;164,675000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11212;69-TC-7;172,508999999999986;Línea TC-7;;1985;4,502114000000000;-70,288140999999996;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11213;70-TC-7;174,263000000000005;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11214;71-TC-7;174,532000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11215;72-TC-7;174,055000000000007;Línea TC-7;;1985;4,502114000000000;-70,243139999999997;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11216;73-TC-7;175,269000000000005;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11217;74-TC-7;176,949999999999989;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11218;75-TC-7;176,151999999999987;Línea TC-7;;1985;4,503780000000000;-70,194805000000002;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11219;76-TC-7;169,508999999999986;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11220;77-TC-7;163,834000000000003;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11221;78-TC-7;170,969999999999999;Línea TC-7;;1985;4,488779000000000;-70,138137000000000;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11222;79-TC-7;169,560000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11223;80-TC-7;174,739000000000004;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11224;81-TC-7;168,635999999999996;Línea TC-7;;1985;4,492112000000000;-70,086467999999996;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11225;82-TC-7;168,068000000000012;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11226;83-TC-7;162,736999999999995;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11227;84-TC-7;168,810000000000002;Línea TC-7;;1985;4,493778000000000;-70,036467000000002;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11228;85-TC-7;170,479000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11229;86-TC-7;167,134999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11230;87-TC-7;169,244000000000000;Línea TC-7;;1985;4,490444000000000;-69,988131999999993;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11231;88-TC-7;168,171999999999997;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11232;89-TC-7;166,115000000000009;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11233;90-TC-7;168,015999999999991;Línea TC-7;;1985;4,487111000000000;-69,948131000000004;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11234;91-TC-7;168,538999999999987;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11235;92-TC-7;173,651999999999987;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11236;93-TC-7;167,794999999999987;Línea TC-7;;1985;4,462110000000000;-69,903130000000004;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11237;94-TC-7;170,943000000000012;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11238;95-TC-7;162,484000000000009;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11239;96-TC-7;165,685000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11240;97-TC-7;166,616000000000014;Línea TC-7;;1985;4,452109000000000;-69,844795000000005;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11241;98-TC-7;162,350999999999999;Línea TC-7;;1985;4,458076254600000;-69,831778983500001;163,162000000000006;CALCULADA;99;773;99773;VICHADA;CUMARIBO;Materializado;;
11242;99-TC-7;165,512000000000000;Línea TC-7;;1985;4,458313948000000;-69,815053116300007;166,263000000000005;CALCULADA;99;773;99773;VICHADA;CUMARIBO;Materializado;;
11243;100-TC-7;161,173000000000002;Línea TC-7;;1985;4,438776000000000;-69,806460999999999;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11244;101-TC-7;163,086999999999989;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11245;102-TC-7;162,830000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11246;103-TC-7;157,343999999999994;Línea TC-7;;1985;4,395442000000000;-69,803128000000001;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11247;104-TC-7;157,016999999999996;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11248;105-TC-7;153,003999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11249;106-TC-7;156,570999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11250;107-TC-7;150,490000000000009;Línea TC-7;;1985;4,415442000000000;-69,746459000000002;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11251;108-TC-7;153,390999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11252;109-TC-7;149,800000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11253;110-TC-7;137,085000000000008;Línea TC-7;;1985;4,428774000000000;-69,696458000000007;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11254;111-TC-7;143,771999999999991;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11255;112-TC-7;140,921999999999997;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11256;113-TC-7;140,031000000000006;Línea TC-7;;1985;4,445441000000000;-69,658123000000003;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11257;114-TC-7;133,739000000000004;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11258;115-TC-7;136,591000000000008;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11259;116-TC-7;138,831999999999994;Línea TC-7;;1985;4,458774000000000;-69,609787999999995;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11260;117-TC-7;140,018000000000001;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11261;118-TC-7;129,366000000000014;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11262;119-TC-7;131,574999999999989;Línea TC-7;;1985;4,483773000000000;-69,571453000000005;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11263;120-TC-7;124,820999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11264;121-TC-7;121,481999999999999;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11265;122-TC-7;120,233000000000004;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11266;123-TC-7;114,897999999999996;Línea TC-7;;1985;4,475439000000000;-69,506451999999996;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11267;124-TC-7;132,912000000000006;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11268;125-TC-7;144,274000000000001;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11269;126-TC-7;149,474999999999994;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11270;127-TC-7;144,307999999999993;Línea TC-7;;1985;4,432105000000000;-69,459783999999999;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11271;128-TC-7;142,037000000000006;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11272;129-TC-7;147,283999999999992;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11273;130-TC-7;152,733000000000004;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11274;131-TC-7;147,472000000000008;Línea TC-7;;1985;4,462105000000000;-69,409782000000007;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11275;132-TC-7;153,623999999999995;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11276;133-TC-7;150,216000000000008;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11277;134-TC-7;149,927999999999997;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11278;135-TC-7;148,008000000000010;Línea TC-7;;1985;4,490438000000000;-69,353114000000005;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11279;136-TC-7;150,042000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11280;137-TC-7;146,467000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11281;138-TC-7;143,836000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11282;139-TC-7;145,401000000000010;Línea TC-7;;1985;4,513771000000000;-69,296445000000006;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11283;140-TC-7;140,437999999999988;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11284;141-TC-7;144,048000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11285;142-TC-7;144,301999999999992;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11286;143-TC-7;138,383999999999986;Línea TC-7;;1985;4,538770000000000;-69,238110000000006;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11287;144-TC-7;138,418000000000006;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11288;145-TC-7;135,180000000000007;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11289;146-TC-7;136,218999999999994;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11290;147-TC-7;130,413999999999987;Línea TC-7;;1985;4,513769000000000;-69,176441999999994;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11291;148-TC-7;133,310000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11292;149-TC-7;130,235000000000014;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11293;150-TC-7;132,598000000000013;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11294;151-TC-7;131,282999999999987;Línea TC-7;;1985;4,515435000000000;-69,119772999999995;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11295;152-TC-7;130,723999999999990;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11296;153-TC-7;127,972999999999999;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11297;154-TC-7;131,087999999999994;Línea TC-7;;1985;4,553768000000000;-69,084772000000001;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11298;155-TC-7;134,540999999999997;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11299;156-TC-7;131,189999999999998;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11300;157-TC-7;139,429000000000002;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11301;158-TC-7;135,051999999999992;Línea TC-7;;1985;4,598768000000000;-69,049769999999995;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
11302;159-TC-7;135,669000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11303;160-TC-7;140,400000000000006;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11304;161-TC-7;138,532000000000011;Línea TC-7;;1985;;;;SIN COORDENADA;;;;;;;;
11305;162-TC-7;135,240000000000009;Línea TC-7;;1985;4,648768000000000;-69,008101999999994;;APROXIMADA;99;773;99773;VICHADA;CUMARIBO;#N/A;;
